Channel 1!!!_x,Channel 1!!!_y
0.,1.029983158
1.,1.0587174622
2.,0.9846558049
3.,0.9923452666
4.,1.010152441
5.,1.0190560282
6.,1.0320067005
7.,0.9911311410
8.,1.0320067005
9.,1.0154136516
10.,1.0328161176
11.,1.0206748623
12.,1.0125806921
13.,1.0465762069
14.,1.0388867452
15.,0.9980111857
16.,1.0028676878
17.,1.0421244133
18.,1.0044865219
19.,0.9980111857
20.,0.9862746389
21.,0.9907264325
22.,0.9866793474
23.,1.0239125303
24.,1.0202701538
25.,1.0141995261
26.,1.0182466112
27.,0.9846558049
28.,0.9806087198
29.,1.0129854006
30.,1.0020582708
31.,1.0396961622
32.,0.9903217240
33.,0.9818228453
34.,0.9919405580
35.,1.010152441
36.,0.98870289
37.,1.0129854006
38.,1.0048912304
39.,1.0036771048
40.,1.0012488538
41.,0.9878934729
42.,0.9931546836
43.,0.9842510964
44.,1.0303878665
45.,1.0113665665
46.,1.0376726197
47.,1.0222936963
48.,1.0032723963
49.,1.0048912304
50.,1.0061053559
51.,1.0457667899
52.,1.0380773282
53.,1.0174371942
54.,1.0336255346
55.,0.9830369708
56.,0.9850605134
57.,1.0356490771
58.,0.9919405580
59.,0.9903217240
60.,1.0413149963
61.,1.0162230686
62.,0.9984158942
63.,1.0012488538
64.,1.0392914537
65.,1.0320067005
66.,1.0016535623
67.,0.9947735176
68.,1.0069147729
69.,1.009343024
70.,0.9923452666
71.,1.009343024
72.,1.0263407814
73.,1.0324114091
74.,0.9741333836
75.,1.0065100644
76.,0.9996300197
77.,0.9692768815
78.,1.0166277772
79.,1.0081288984
80.,1.0133901091
81.,1.0186513197
82.,1.0405055793
83.,1.0154136516
84.,0.9846558049
85.,1.0166277772
86.,1.0000347282
87.,1.0198654452
88.,0.9980111857
89.,1.0425291218
90.,1.0421244133
91.,1.0332208261
92.,1.0154136516
93.,0.9870840559
94.,1.0368632027
95.,1.0141995261
96.,1.0073194814
97.,1.028364324
98.,0.9992253112
99.,1.0429338303
100.,1.0174371942
101.,1.0109618580
102.,0.9802040113
103.,1.0348396601
104.,1.0469809154
105.,0.9818228453
106.,1.0020582708
107.,1.0218889878
108.,1.028364324
109.,0.9846558049
110.,1.0356490771
111.,1.0255313644
112.,0.9984158942
113.,1.0133901091
114.,1.0214842793
115.,0.96968159
116.,1.0222936963
117.,0.9919405580
118.,1.0125806921
119.,1.0453620814
120.,1.0117712750
121.,1.0024629793
122.,1.0210795708
123.,1.0336255346
124.,1.0332208261
125.,1.0057006474
126.,1.029983158
127.,0.9992253112
128.,1.0089383155
129.,1.0170324857
130.,0.9923452666
131.,1.0190560282
132.,1.0311972835
133.,0.9976064772
134.,0.9980111857
135.,1.0065100644
136.,0.9967970602
137.,1.0384820367
138.,1.0125806921
139.,1.0081288984
140.,1.0194607367
141.,0.9984158942
142.,1.0295784495
143.,0.9988206027
144.,0.9963923517
145.,1.0449573729
146.,1.028364324
147.,1.009343024
148.,1.0089383155
149.,1.0591221707
150.,0.9878934729
151.,1.0170324857
152.,1.0032723963
153.,0.98870289
154.,1.0105571495
155.,1.0222936963
156.,1.0182466112
157.,1.0032723963
158.,0.9717051325
159.,1.0271501984
160.,0.9814181368
161.,0.9789898857
162.,0.9842510964
163.,0.9931546836
164.,1.0231031133
165.,1.0279596154
166.,1.0069147729
167.,1.008533607
168.,1.0012488538
169.,0.9866793474
170.,0.9607780028
171.,1.0028676878
172.,1.0065100644
173.,0.9967970602
174.,0.9923452666
175.,1.0239125303
176.,1.0186513197
177.,1.0097477325
178.,1.0154136516
179.,1.0231031133
180.,0.9911311410
181.,1.0392914537
182.,0.9761569262
183.,1.0558845026
184.,1.0077241899
185.,0.9992253112
186.,0.9899170155
187.,1.0032723963
188.,0.9992253112
189.,0.9830369708
190.,1.0146042346
191.,1.0024629793
192.,1.0469809154
193.,0.9947735176
194.,1.0113665665
195.,0.9818228453
196.,0.9644203794
197.,1.010152441
198.,1.0000347282
199.,1.0328161176
200.,1.0105571495
201.,1.0465762069
202.,1.0057006474
203.,1.0336255346
204.,1.0158183601
205.,1.0295784495
206.,0.9882981815
207.,1.0214842793
208.,1.0024629793
209.,0.9684674645
210.,1.0133901091
211.,1.0133901091
212.,0.9810134283
213.,0.9955829346
214.,0.9551120836
215.,0.9927499751
216.,0.9822275538
217.,0.9899170155
218.,0.9745380921
219.,1.0336255346
220.,0.9806087198
221.,0.9870840559
222.,1.0166277772
223.,0.9988206027
224.,1.0036771048
225.,1.0121759835
226.,0.9878934729
227.,1.0599315877
