Name,Sweep (T1),,,
Date,18/07/2025,,,
Time,18:46:45,,,
Instrument,FPC1000 - 101497/002,,,
Firmware Version,V1.10,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
59560067.6818951,-58.7901268005371,,,
60236886.6328257,-59.3010673522949,,,
60913705.5837563,-60.2904052734375,,,
61590524.534687,-59.3247146606445,,,
62267343.4856176,-58.4828033447266,,,
62944162.4365482,-58.8393058776855,,,
63620981.3874788,-59.4057998657227,,,
64297800.3384095,-59.7115211486816,,,
64974619.2893401,-58.8781204223633,,,
65651438.2402707,-59.1043891906738,,,
66328257.1912014,-59.8639678955078,,,
67005076.142132,-59.2187461853027,,,
67681895.0930626,-59.7489280700684,,,
68358714.0439932,-58.984447479248,,,
69035532.9949239,-59.2093658447266,,,
69712351.9458545,-59.3016967773438,,,
70389170.8967851,-59.470516204834,,,
71065989.8477157,-59.3505210876465,,,
71742808.7986464,-59.0158309936523,,,
72419627.749577,-58.9674530029297,,,
73096446.7005076,-58.891716003418,,,
73773265.6514382,-58.8869743347168,,,
74450084.6023689,-59.4465103149414,,,
75126903.5532995,-58.7759246826172,,,
75803722.5042301,-58.7375869750977,,,
76480541.4551607,-58.8771438598633,,,
77157360.4060914,-59.1904106140137,,,
77834179.357022,-59.5925407409668,,,
78510998.3079526,-59.0632247924805,,,
79187817.2588832,-59.459285736084,,,
79864636.2098139,-58.9016876220703,,,
80541455.1607445,-58.7943649291992,,,
81218274.1116751,-58.9685173034668,,,
81895093.0626058,-59.4264869689941,,,
82571912.0135364,-59.3883171081543,,,
83248730.964467,-58.9486122131348,,,
83925549.9153976,-59.733081817627,,,
84602368.8663283,-59.128963470459,,,
85279187.8172589,-59.5312347412109,,,
85956006.7681895,-59.1843452453613,,,
86632825.7191201,-58.8244132995605,,,
87309644.6700508,-59.214412689209,,,
87986463.6209814,-59.1661682128906,,,
88663282.571912,-59.2360610961914,,,
89340101.5228426,-58.3178977966309,,,
90016920.4737733,-58.8226699829102,,,
90693739.4247039,-59.4296646118164,,,
91370558.3756345,-59.6899566650391,,,
92047377.3265651,-58.9344253540039,,,
92724196.2774958,-59.2057800292969,,,
93401015.2284264,-58.5324783325195,,,
94077834.179357,-59.0081329345703,,,
94754653.1302876,-59.7199554443359,,,
95431472.0812183,-59.073169708252,,,
96108291.0321489,-59.0715789794922,,,
96785109.9830795,-59.0610847473145,,,
97461928.9340101,-58.7943229675293,,,
98138747.8849408,-59.4374504089355,,,
98815566.8358714,-59.4064636230469,,,
99492385.786802,-59.5305404663086,,,
100169204.737733,-59.6576232910156,,,
100846023.688663,-59.1760520935059,,,
101522842.639594,-58.970516204834,,,
102199661.590525,-58.7708053588867,,,
102876480.541455,-58.9054641723633,,,
103553299.492386,-58.4538841247559,,,
104230118.443316,-59.4318466186523,,,
104906937.394247,-59.2156715393066,,,
105583756.345178,-59.4122161865234,,,
106260575.296108,-59.9722709655762,,,
106937394.247039,-58.9107818603516,,,
107614213.19797,-59.4250221252441,,,
108291032.1489,-59.1821441650391,,,
108967851.099831,-58.8143920898438,,,
109644670.050761,-59.2805442810059,,,
110321489.001692,-59.3881797790527,,,
110998307.952623,-59.4473419189453,,,
111675126.903553,-58.7845878601074,,,
112351945.854484,-59.1263465881348,,,
113028764.805415,-59.0980072021484,,,
113705583.756345,-59.5038299560547,,,
114382402.707276,-59.577075958252,,,
115059221.658206,-58.8573036193848,,,
115736040.609137,-59.7390289306641,,,
116412859.560068,-59.3526573181152,,,
117089678.510998,-59.377254486084,,,
117766497.461929,-59.7034111022949,,,
118443316.41286,-59.0323143005371,,,
119120135.36379,-58.9121894836426,,,
119796954.314721,-59.4251670837402,,,
120473773.265651,-58.691276550293,,,
121150592.216582,-60.0400619506836,,,
121827411.167513,-59.2136192321777,,,
122504230.118443,-59.0181694030762,,,
123181049.069374,-58.8261489868164,,,
123857868.020305,-58.9606246948242,,,
124534686.971235,-58.7587852478027,,,
125211505.922166,-59.1326713562012,,,
125888324.873096,-58.9476165771484,,,
126565143.824027,-59.167911529541,,,
127241962.774958,-58.9050521850586,,,
127918781.725888,-58.3416328430176,,,
128595600.676819,-58.6357307434082,,,
129272419.62775,-58.6985359191895,,,
129949238.57868,-58.247859954834,,,
130626057.529611,-58.2485046386719,,,
131302876.480541,-59.231876373291,,,
131979695.431472,-59.6820182800293,,,
132656514.382403,-59.041748046875,,,
133333333.333333,-58.4215431213379,,,
134010152.284264,-58.7156181335449,,,
134686971.235195,-59.162654876709,,,
135363790.186125,-58.9682159423828,,,
136040609.137056,-58.711067199707,,,
136717428.087986,-58.8863487243652,,,
137394247.038917,-58.7942733764648,,,
138071065.989848,-58.9816436767578,,,
138747884.940778,-58.3751029968262,,,
139424703.891709,-58.9791793823242,,,
140101522.84264,-58.968147277832,,,
140778341.79357,-58.0100746154785,,,
141455160.744501,-58.4928245544434,,,
142131979.695431,-58.931079864502,,,
142808798.646362,-58.7225456237793,,,
143485617.597293,-58.3450126647949,,,
144162436.548223,-58.8271141052246,,,
144839255.499154,-58.4517288208008,,,
145516074.450085,-58.5655479431152,,,
146192893.401015,-58.7165374755859,,,
146869712.351946,-58.3485870361328,,,
147546531.302876,-58.4646492004395,,,
148223350.253807,-58.2855644226074,,,
148900169.204738,-57.8697395324707,,,
149576988.155668,-58.2018203735352,,,
150253807.106599,-58.7836647033691,,,
150930626.05753,-58.9345588684082,,,
151607445.00846,-58.743106842041,,,
152284263.959391,-58.4654121398926,,,
152961082.910321,-58.6890640258789,,,
153637901.861252,-58.195972442627,,,
154314720.812183,-57.630485534668,,,
154991539.763113,-58.169605255127,,,
155668358.714044,-58.0180740356445,,,
156345177.664975,-58.3334007263184,,,
157021996.615905,-58.285400390625,,,
157698815.566836,-57.7038040161133,,,
158375634.517766,-57.7672462463379,,,
159052453.468697,-57.9784240722656,,,
159729272.419628,-57.9760055541992,,,
160406091.370558,-57.5432281494141,,,
161082910.321489,-57.5763053894043,,,
161759729.27242,-57.2884979248047,,,
162436548.22335,-57.0142784118652,,,
163113367.174281,-57.5278625488281,,,
163790186.125212,-57.4180526733398,,,
164467005.076142,-57.5811386108398,,,
165143824.027073,-57.9079704284668,,,
165820642.978003,-57.2931022644043,,,
166497461.928934,-57.4746627807617,,,
167174280.879865,-57.7437438964844,,,
167851099.830795,-57.8612632751465,,,
168527918.781726,-57.3733787536621,,,
169204737.732657,-56.7870025634766,,,
169881556.683587,-56.6357917785645,,,
170558375.634518,-56.5666580200195,,,
171235194.585448,-57.0617713928223,,,
171912013.536379,-57.1143417358398,,,
172588832.48731,-57.0047988891602,,,
173265651.43824,-56.6811561584473,,,
173942470.389171,-56.4098701477051,,,
174619289.340102,-56.6584930419922,,,
175296108.291032,-56.3703842163086,,,
175972927.241963,-56.1972923278809,,,
176649746.192893,-56.1343574523926,,,
177326565.143824,-56.6383361816406,,,
178003384.094755,-56.0943756103516,,,
178680203.045685,-56.3015823364258,,,
179357021.996616,-55.6626815795898,,,
180033840.947547,-55.5828666687012,,,
180710659.898477,-54.9964027404785,,,
181387478.849408,-55.1232528686523,,,
182064297.800338,-55.1572265625,,,
182741116.751269,-54.3878211975098,,,
183417935.7022,-54.9107093811035,,,
184094754.65313,-54.1246070861816,,,
184771573.604061,-54.5027503967285,,,
185448392.554992,-53.4692230224609,,,
186125211.505922,-53.6380767822266,,,
186802030.456853,-53.9871482849121,,,
187478849.407783,-53.5945014953613,,,
188155668.358714,-53.7249450683594,,,
188832487.309645,-53.342887878418,,,
189509306.260575,-52.2561874389648,,,
190186125.211506,-52.1002960205078,,,
190862944.162437,-52.2058448791504,,,
191539763.113367,-52.0650100708008,,,
192216582.064298,-52.3373336791992,,,
192893401.015228,-51.5051307678223,,,
193570219.966159,-51.6961555480957,,,
194247038.91709,-50.7733001708984,,,
194923857.86802,-50.3629837036133,,,
195600676.818951,-50.6142807006836,,,
196277495.769882,-50.512622833252,,,
196954314.720812,-50.9799385070801,,,
197631133.671743,-50.8351898193359,,,
198307952.622673,-49.9821586608887,,,
198984771.573604,-49.6171875,,,
199661590.524535,-49.5715293884277,,,
200338409.475465,-49.2352294921875,,,
201015228.426396,-49.2592735290527,,,
201692047.377327,-48.9326477050781,,,
202368866.328257,-49.1551666259766,,,
203045685.279188,-49.668025970459,,,
203722504.230118,-50.0168380737305,,,
204399323.181049,-49.0546684265137,,,
205076142.13198,-48.7424125671387,,,
205752961.08291,-49.266471862793,,,
206429780.033841,-49.2231750488281,,,
207106598.984772,-49.0138816833496,,,
207783417.935702,-49.4761047363281,,,
208460236.886633,-49.6876411437988,,,
209137055.837563,-49.3567810058594,,,
209813874.788494,-49.7162780761719,,,
210490693.739425,-49.7240333557129,,,
211167512.690355,-49.6117630004883,,,
211844331.641286,-50.5167350769043,,,
212521150.592217,-50.9440650939941,,,
213197969.543147,-50.9533882141113,,,
213874788.494078,-51.6400566101074,,,
214551607.445008,-51.538402557373,,,
215228426.395939,-51.3600616455078,,,
215905245.34687,-51.2463569641113,,,
216582064.2978,-51.5125007629395,,,
217258883.248731,-51.9536476135254,,,
217935702.199662,-51.843017578125,,,
218612521.150592,-52.1339149475098,,,
219289340.101523,-52.5281867980957,,,
219966159.052453,-52.6364402770996,,,
220642978.003384,-53.2109565734863,,,
221319796.954315,-52.9450988769531,,,
221996615.905245,-53.8857383728027,,,
222673434.856176,-53.9152412414551,,,
223350253.807107,-53.676082611084,,,
224027072.758037,-53.9373893737793,,,
224703891.708968,-53.9409294128418,,,
225380710.659898,-54.0286865234375,,,
226057529.610829,-53.8956489562988,,,
226734348.56176,-54.6520652770996,,,
227411167.51269,-55.4079246520996,,,
228087986.463621,-54.6865844726563,,,
228764805.414552,-54.6415519714355,,,
229441624.365482,-54.7397041320801,,,
230118443.316413,-54.6369934082031,,,
230795262.267343,-54.9245872497559,,,
231472081.218274,-55.7504768371582,,,
232148900.169205,-55.8459968566895,,,
232825719.120135,-55.7854614257813,,,
233502538.071066,-56.0424842834473,,,
234179357.021997,-56.6192283630371,,,
234856175.972927,-56.2388153076172,,,
235532994.923858,-56.1724395751953,,,
236209813.874788,-56.299674987793,,,
236886632.825719,-56.1328239440918,,,
237563451.77665,-56.6013145446777,,,
238240270.72758,-56.948299407959,,,
238917089.678511,-56.8645133972168,,,
239593908.629442,-56.6193542480469,,,
240270727.580372,-57.2982864379883,,,
240947546.531303,-57.6452140808105,,,
241624365.482233,-56.9859085083008,,,
242301184.433164,-57.5214576721191,,,
242978003.384095,-57.519214630127,,,
243654822.335025,-57.1101188659668,,,
244331641.285956,-56.9751510620117,,,
245008460.236887,-57.2582054138184,,,
245685279.187817,-57.3762512207031,,,
246362098.138748,-57.3812522888184,,,
247038917.089678,-57.3531341552734,,,
247715736.040609,-58.0432777404785,,,
248392554.99154,-58.0774765014648,,,
249069373.94247,-57.4498481750488,,,
249746192.893401,-57.9140510559082,,,
250423011.844332,-57.891040802002,,,
251099830.795262,-57.9595756530762,,,
251776649.746193,-57.5851173400879,,,
252453468.697123,-57.5763549804688,,,
253130287.648054,-57.695442199707,,,
253807106.598985,-57.8628005981445,,,
254483925.549915,-57.729305267334,,,
255160744.500846,-57.7082214355469,,,
255837563.451777,-57.5956840515137,,,
256514382.402707,-57.8381729125977,,,
257191201.353638,-57.6372108459473,,,
257868020.304568,-57.605354309082,,,
258544839.255499,-57.7192420959473,,,
259221658.20643,-58.1384201049805,,,
259898477.15736,-57.6924324035645,,,
260575296.108291,-57.0830345153809,,,
261252115.059222,-57.1468849182129,,,
261928934.010152,-57.9613189697266,,,
262605752.961083,-57.7103729248047,,,
263282571.912014,-56.9218406677246,,,
263959390.862944,-57.1983528137207,,,
264636209.813875,-57.7354545593262,,,
265313028.764805,-57.4296073913574,,,
265989847.715736,-57.7321548461914,,,
266666666.666667,-57.7400283813477,,,
267343485.617597,-57.249755859375,,,
268020304.568528,-57.3540344238281,,,
268697123.519459,-57.4842376708984,,,
269373942.470389,-57.4517822265625,,,
270050761.42132,-57.5768966674805,,,
270727580.37225,-57.3477096557617,,,
271404399.323181,-57.1474151611328,,,
272081218.274112,-57.2309799194336,,,
272758037.225042,-57.5772399902344,,,
273434856.175973,-57.888744354248,,,
274111675.126904,-57.2832984924316,,,
274788494.077834,-57.2330474853516,,,
275465313.028765,-57.0487823486328,,,
276142131.979695,-56.5821952819824,,,
276818950.930626,-56.8338661193848,,,
277495769.881557,-56.7000045776367,,,
278172588.832487,-57.0843124389648,,,
278849407.783418,-57.1546173095703,,,
279526226.734349,-57.3655853271484,,,
280203045.685279,-57.1319923400879,,,
280879864.63621,-56.9912643432617,,,
281556683.58714,-56.9650688171387,,,
282233502.538071,-57.4999046325684,,,
282910321.489002,-57.5212669372559,,,
283587140.439932,-57.3787231445313,,,
284263959.390863,-57.7883186340332,,,
284940778.341794,-57.0531921386719,,,
285617597.292724,-56.8279876708984,,,
286294416.243655,-57.5788955688477,,,
286971235.194585,-57.760986328125,,,
287648054.145516,-57.6198577880859,,,
288324873.096447,-57.7811737060547,,,
289001692.047377,-57.3414268493652,,,
289678510.998308,-57.8289527893066,,,
290355329.949239,-58.3127365112305,,,
291032148.900169,-57.771900177002,,,
291708967.8511,-57.482292175293,,,
292385786.80203,-57.6651649475098,,,
293062605.752961,-58.0934753417969,,,
293739424.703892,-58.2693367004395,,,
294416243.654822,-58.327995300293,,,
295093062.605753,-58.290843963623,,,
295769881.556684,-58.2417030334473,,,
296446700.507614,-58.3771896362305,,,
297123519.458545,-57.983829498291,,,
297800338.409475,-58.3011856079102,,,
298477157.360406,-58.1002616882324,,,
299153976.311337,-58.2897796630859,,,
299830795.262267,-58.6137619018555,,,
300507614.213198,-58.8460083007813,,,
301184433.164129,-58.3494720458984,,,
301861252.115059,-58.1266784667969,,,
302538071.06599,-59.0283050537109,,,
303214890.01692,-59.4882850646973,,,
303891708.967851,-58.9323501586914,,,
304568527.918782,-59.1714172363281,,,
305245346.869712,-58.901611328125,,,
305922165.820643,-59.0655326843262,,,
306598984.771574,-58.9874114990234,,,
307275803.722504,-59.0849723815918,,,
307952622.673435,-59.0878219604492,,,
308629441.624365,-58.8433227539063,,,
309306260.575296,-59.1956481933594,,,
309983079.526227,-58.7081260681152,,,
310659898.477157,-58.3590660095215,,,
311336717.428088,-58.847770690918,,,
312013536.379019,-58.9270553588867,,,
312690355.329949,-59.3195762634277,,,
313367174.28088,-58.9025688171387,,,
314043993.23181,-59.1353874206543,,,
314720812.182741,-59.7882118225098,,,
315397631.133672,-59.1599388122559,,,
316074450.084602,-58.4006309509277,,,
316751269.035533,-58.8332138061523,,,
317428087.986464,-58.9116058349609,,,
318104906.937394,-58.9352798461914,,,
318781725.888325,-58.8318176269531,,,
319458544.839255,-58.906078338623,,,
320135363.790186,-59.092658996582,,,
320812182.741117,-59.4299621582031,,,
321489001.692047,-58.9501113891602,,,
322165820.642978,-58.803840637207,,,
322842639.593909,-59.5718727111816,,,
323519458.544839,-59.4537048339844,,,
324196277.49577,-59.2128639221191,,,
324873096.446701,-59.1622200012207,,,
325549915.397631,-58.9306755065918,,,
326226734.348562,-58.850154876709,,,
326903553.299492,-58.7771606445313,,,
327580372.250423,-59.0074920654297,,,
328257191.201354,-58.9539680480957,,,
328934010.152284,-58.7354736328125,,,
329610829.103215,-58.8311233520508,,,
330287648.054146,-59.1450500488281,,,
330964467.005076,-59.2934799194336,,,
331641285.956007,-59.1372489929199,,,
332318104.906937,-59.0602073669434,,,
332994923.857868,-58.9180221557617,,,
333671742.808799,-59.1458549499512,,,
334348561.759729,-59.3902397155762,,,
335025380.71066,-59.8001670837402,,,
335702199.661591,-59.6488647460938,,,
336379018.612521,-58.8732452392578,,,
337055837.563452,-58.7300643920898,,,
337732656.514382,-59.3705520629883,,,
338409475.465313,-59.4982414245605,,,
339086294.416244,-59.0404739379883,,,
339763113.367174,-58.5674819946289,,,
340439932.318105,-58.9749069213867,,,
341116751.269036,-59.0199584960938,,,
341793570.219966,-59.0771446228027,,,
342470389.170897,-59.1531143188477,,,
343147208.121827,-58.8893356323242,,,
343824027.072758,-58.6339836120605,,,
344500846.023689,-58.8348197937012,,,
345177664.974619,-58.9035568237305,,,
345854483.92555,-58.7579765319824,,,
346531302.876481,-58.6898918151855,,,
347208121.827411,-58.91064453125,,,
347884940.778342,-58.765869140625,,,
348561759.729272,-58.8379516601563,,,
349238578.680203,-58.9789199829102,,,
349915397.631134,-58.7080001831055,,,
350592216.582064,-58.4691925048828,,,
351269035.532995,-58.2696075439453,,,
351945854.483926,-58.3763198852539,,,
352622673.434856,-58.4947967529297,,,
353299492.385787,-58.4016723632813,,,
353976311.336717,-58.3971862792969,,,
354653130.287648,-58.6384773254395,,,
355329949.238579,-58.949089050293,,,
356006768.189509,-58.4378242492676,,,
356683587.14044,-58.1277351379395,,,
357360406.091371,-58.1220932006836,,,
358037225.042301,-57.9306030273438,,,
358714043.993232,-58.2492408752441,,,
359390862.944162,-58.7166976928711,,,
360067681.895093,-58.7016410827637,,,
360744500.846024,-58.3194694519043,,,
361421319.796954,-58.8311653137207,,,
362098138.747885,-58.5293731689453,,,
362774957.698816,-57.7727661132813,,,
363451776.649746,-58.1523017883301,,,
364128595.600677,-58.7566337585449,,,
364805414.551607,-59.0675926208496,,,
365482233.502538,-58.9618835449219,,,
366159052.453469,-59.2377128601074,,,
366835871.404399,-58.8535842895508,,,
367512690.35533,-58.364013671875,,,
368189509.306261,-58.9372940063477,,,
368866328.257191,-59.1596717834473,,,
369543147.208122,-59.279125213623,,,
370219966.159052,-59.479434967041,,,
370896785.109983,-59.3686027526855,,,
371573604.060914,-58.9325561523438,,,
372250423.011844,-58.5084381103516,,,
372927241.962775,-58.8383598327637,,,
373604060.913706,-59.0649490356445,,,
374280879.864636,-58.7083015441895,,,
374957698.815567,-58.8306503295898,,,
375634517.766497,-59.4381217956543,,,
376311336.717428,-59.3240966796875,,,
376988155.668359,-58.888542175293,,,
377664974.619289,-58.6044464111328,,,
378341793.57022,-58.9087142944336,,,
379018612.521151,-59.2415618896484,,,
379695431.472081,-58.9584465026855,,,
380372250.423012,-58.8210182189941,,,
381049069.373942,-58.6493682861328,,,
381725888.324873,-58.854377746582,,,
382402707.275804,-59.0962295532227,,,
383079526.226734,-59.1164817810059,,,
383756345.177665,-59.4267730712891,,,
384433164.128596,-59.6468658447266,,,
385109983.079526,-59.3349609375,,,
385786802.030457,-59.0326042175293,,,
386463620.981387,-58.8446006774902,,,
387140439.932318,-58.9260787963867,,,
387817258.883249,-59.1748886108398,,,
388494077.834179,-59.0125198364258,,,
389170896.78511,-58.9034233093262,,,
389847715.736041,-59.2341194152832,,,
390524534.686971,-59.5368041992188,,,
391201353.637902,-59.3612899780273,,,
391878172.588832,-59.386962890625,,,
392554991.539763,-59.338508605957,,,
393231810.490694,-59.3016204833984,,,
393908629.441624,-59.3834762573242,,,
394585448.392555,-59.3359222412109,,,
395262267.343486,-58.8813667297363,,,
395939086.294416,-58.5758895874023,,,
396615905.245347,-59.1513252258301,,,
397292724.196278,-59.4790267944336,,,
397969543.147208,-59.8679618835449,,,
398646362.098139,-60.1990165710449,,,
399323181.049069,-59.5001487731934,,,
400000000,-59.1381454467773,,,
400676818.950931,-59.2739868164063,,,
401353637.901861,-59.6179428100586,,,
402030456.852792,-59.812313079834,,,
402707275.803723,-59.2244491577148,,,
403384094.754653,-59.0269470214844,,,
404060913.705584,-59.3509140014648,,,
404737732.656514,-59.8586387634277,,,
405414551.607445,-59.7271308898926,,,
406091370.558376,-59.2346115112305,,,
406768189.509306,-59.3684425354004,,,
407445008.460237,-59.5497779846191,,,
408121827.411168,-59.4740791320801,,,
408798646.362098,-59.22119140625,,,
409475465.313029,-59.2952270507813,,,
410152284.263959,-59.591682434082,,,
410829103.21489,-59.3785285949707,,,
411505922.165821,-59.0457077026367,,,
412182741.116751,-59.6484642028809,,,
412859560.067682,-59.9348373413086,,,
413536379.018613,-59.2707672119141,,,
414213197.969543,-59.3056678771973,,,
414890016.920474,-59.7231178283691,,,
415566835.871404,-59.6185913085938,,,
416243654.822335,-58.9312934875488,,,
416920473.773266,-58.9108123779297,,,
417597292.724196,-59.2059478759766,,,
418274111.675127,-58.9841957092285,,,
418950930.626058,-59.0564308166504,,,
419627749.576988,-59.2766418457031,,,
420304568.527919,-59.5462760925293,,,
420981387.478849,-59.6734733581543,,,
421658206.42978,-59.4748382568359,,,
422335025.380711,-58.9533271789551,,,
423011844.331641,-59.0790824890137,,,
423688663.282572,-59.4842224121094,,,
424365482.233503,-59.4624633789063,,,
425042301.184433,-59.6006622314453,,,
425719120.135364,-59.3223190307617,,,
426395939.086294,-59.6204147338867,,,
427072758.037225,-59.8074493408203,,,
427749576.988156,-59.6526489257813,,,
428426395.939086,-59.4071960449219,,,
429103214.890017,-59.100212097168,,,
429780033.840948,-58.8510360717773,,,
430456852.791878,-58.7962226867676,,,
431133671.742809,-59.0453605651855,,,
431810490.693739,-59.2050552368164,,,
432487309.64467,-59.3105278015137,,,
433164128.595601,-59.1795082092285,,,
433840947.546531,-58.9701309204102,,,
434517766.497462,-59.1632804870605,,,
435194585.448393,-59.7675552368164,,,
435871404.399323,-59.8134155273438,,,
436548223.350254,-59.6642951965332,,,
437225042.301184,-59.9224395751953,,,
437901861.252115,-59.6245155334473,,,
438578680.203046,-59.3345947265625,,,
439255499.153976,-59.3258666992188,,,
439932318.104907,-59.3263549804688,,,
440609137.055838,-59.3459129333496,,,
441285956.006768,-59.7533340454102,,,
441962774.957699,-59.703052520752,,,
442639593.908629,-59.2722854614258,,,
443316412.85956,-58.7568626403809,,,
443993231.810491,-58.9640312194824,,,
444670050.761421,-59.9233093261719,,,
445346869.712352,-60.0847320556641,,,
446023688.663283,-59.5844650268555,,,
446700507.614213,-59.4804229736328,,,
447377326.565144,-59.3344116210938,,,
448054145.516074,-59.4695167541504,,,
448730964.467005,-59.5709457397461,,,
449407783.417936,-59.6132850646973,,,
450084602.368866,-59.4479560852051,,,
450761421.319797,-59.1611480712891,,,
451438240.270728,-59.6365966796875,,,
452115059.221658,-59.850040435791,,,
452791878.172589,-59.2740364074707,,,
453468697.123519,-59.2429580688477,,,
454145516.07445,-59.3518981933594,,,
454822335.025381,-59.3494644165039,,,
455499153.976311,-59.4325103759766,,,
456175972.927242,-59.2624702453613,,,
456852791.878173,-59.5439262390137,,,
457529610.829103,-59.7027282714844,,,
458206429.780034,-59.3268852233887,,,
458883248.730964,-59.7949371337891,,,
459560067.681895,-60.1549987792969,,,
460236886.632826,-59.9427642822266,,,
460913705.583756,-59.5791091918945,,,
461590524.534687,-59.4384384155273,,,
462267343.485618,-59.5273208618164,,,
462944162.436548,-59.3972053527832,,,
463620981.387479,-59.320629119873,,,
464297800.338409,-59.1812553405762,,,
