fit_power_dBm,frequency_Hz
-59.207096351034906,0.0
-59.20676081948609,400200.10005002504
-59.206423333712436,800400.2001000501
-59.206083878552235,1200600.300150075
-59.20574243869689,1600800.4002001001
-59.20539899868921,2001000.5002501253
-59.20505354292168,2401200.60030015
-59.204706055634695,2801400.700350175
-59.204356520914786,3201600.8004002003
-59.204004922692846,3601800.9004502255
-59.20365124474227,4002001.0005002506
-59.20329547067711,4402201.100550275
-59.20293758395023,4802401.2006003
-59.20257756785138,5202601.300650326
-59.20221540550524,5602801.40070035
-59.201851079869556,6003001.500750376
-59.20148457373306,6403201.600800401
-59.201115869713504,6803401.700850425
-59.200744950255654,7203601.800900451
-59.20037179762916,7603801.900950476
-59.199996393926526,8004002.001000501
-59.19961872106095,8404202.101050526
-59.19923876076419,8804402.20110055
-59.19885649458436,9204602.301150575
-59.19847190388375,9604802.4012006
-59.198084969836565,10005002.501250627
-59.19769567342664,10405202.601300651
-59.197303995445154,10805402.701350676
-59.19690991648828,11205602.8014007
-59.19651341695481,11605802.901450725
-59.19611447704376,12006003.001500752
-59.1957130767519,12406203.101550777
-59.19530919587134,12806403.201600801
-59.19490281398694,13206603.301650826
-59.19449391047383,13606803.40170085
-59.19408246449479,14007003.501750877
-59.19366845499765,14407203.601800902
-59.19325186071261,14807403.701850927
-59.19283266014956,15207603.801900951
-59.19241083159537,15607803.901950976
-59.191986353111055,16008004.002001002
-59.191559202529014,16408204.102051027
-59.19112935745015,16808404.20210105
-59.19069679524098,17208604.302151076
-59.19026149303071,17608804.4022011
-59.18982342770821,18009004.502251126
-59.18938257591904,18409204.60230115
-59.18893891406234,18809404.702351175
-59.18849241828776,19209604.8024012
-59.18804306449223,19609804.90245123
-59.187590828316814,20010005.002501253
-59.18713568514345,20410205.102551278
-59.18667761009162,20810405.202601302
-59.18621657801499,21210605.302651327
-59.185752563498056,21610805.40270135
-59.18528554085264,22011005.502751376
-59.184815484114424,22411205.6028014
-59.184342367039356,22811405.702851426
-59.183866163100085,23211605.80290145
-59.18338684548226,23611805.90295148
-59.182904387080825,24012006.003001504
-59.18241876049623,24412206.10305153
-59.18192993803062,24812406.203101553
-59.18143789168394,25212606.303151578
-59.18094259314995,25612806.403201602
-59.18044401381227,26013006.503251627
-59.179942124740265,26413206.60330165
-59.17943689668493,26813406.703351676
-59.1789283000747,27213606.8034017
-59.178416305011154,27613806.903451726
-59.17790088126473,28014007.003501754
-59.17738199827032,28414207.10355178
-59.17685962512278,28814407.203601804
-59.176333730572445,29214607.30365183
-59.17580428302048,29614807.403701853
-59.17527125051425,30015007.503751878
-59.17473460074255,30415207.603801902
-59.17419430103079,30815407.703851927
-59.1736503183361,31215607.80390195
-59.17310261924237,31615807.903951976
-59.17255116995518,32016008.004002005
-59.17199593629668,32416208.10405203
-59.171436883700395,32816408.204102054
-59.17087397720589,33216608.30415208
-59.17030718145347,33616808.4042021
-59.16973646067861,34017008.50425213
-59.1691617787065,34417208.60430215
-59.168583098946385,34817408.70435218
-59.16800038438578,35217608.8044022
-59.16741359758473,35617808.90445223
-59.16682270066986,36018009.00450225
-59.166227655328356,36418209.10455228
-59.16562842280187,36818409.2046023
-59.16502496388034,37218609.304652326
-59.16441723889564,37618809.40470235
-59.1638052077152,38019009.504752375
-59.1631888297355,38419209.6048024
-59.162568063875455,38819409.70485243
-59.16194286856964,39219609.80490246
-59.16131320176153,39619809.90495248
-59.160679020896495,40020010.005002506
-59.16004028291476,40420210.10505253
-59.15939694424421,40820410.205102555
-59.158748960793126,41220610.30515258
-59.15809628794272,41620810.405202605
-59.15743888053964,42021010.50525263
-59.15677669288824,42421210.605302654
-59.15610967874288,42821410.70535268
-59.155437791299875,43221610.8054027
-59.154760983189554,43621810.90545273
-59.15407920646798,44022011.00550275
-59.15339241260868,44422211.10555278
-59.15270055249412,44822411.2056028
-59.15200357640711,45222611.30565283
-59.15130143402206,45622811.40570285
-59.150594074396025,46023011.50575288
-59.14988144595968,46423211.6058029
-59.14916349650809,46823411.705852926
-59.14844017319132,47223611.80590296
-59.147711422504905,47623811.90595298
-59.14697719028016,48024012.00600301
-59.14623742167431,48424212.10605303
-59.145492061160404,48824412.20610306
-59.14474105251718,49224612.30615308
-59.14398433881862,49624812.406203106
-59.14322186242338,50025012.50625313
-59.142453564964065,50425212.606303155
-59.14167938733626,50825412.70635318
-59.14089926968739,51225612.806403205
-59.140113151405394,51625812.90645323
-59.139320971107225,52026013.006503254
-59.138522666627054,52426213.10655328
-59.13771817500439,52826413.2066033
-59.13690743247186,53226613.30665333
-59.1360903744429,53626813.40670335
-59.135266935499125,54027013.50675338
-59.13443704937754,54427213.6068034
-59.13360064895745,54827413.70685343
-59.13275766624722,55227613.80690345
-59.13190803237076,55627813.906953484
-59.13105167755371,56028014.00700351
-59.13018853110948,56428214.10705353
-59.129318521424956,56828414.20710356
-59.128441575946,57228614.30715358
-59.1275576211626,57628814.40720361
-59.12666658259389,58029014.50725363
-59.12576838477275,58429214.60730366
-59.124862951230206,58829414.70735368
-59.12395020447953,59229614.807403706
-59.12303006600003,59629814.90745373
-59.12210245622057,60030015.007503755
-59.12116729450272,60430215.10755378
-59.120224499123694,60830415.207603805
-59.11927398725887,61230615.30765383
-59.11831567496405,61630815.407703854
-59.11734947715735,62031015.50775388
-59.11637530760075,62431215.6078039
-59.11539307888135,62831415.70785393
-59.11440270239221,63231615.80790395
-59.11340408831285,63631815.90795398
-59.112397145589355,64032016.00800401
-59.111381781914176,64432216.108054034
-59.11035790370546,64832416.20810406
-59.109325416086044,65232616.308154084
-59.108284222861975,65632816.40820411
-59.10723422650072,66033016.50825413
-59.10617532810888,66433216.60830416
-59.10510742740949,66833416.70835418
-59.10403042271889,67233616.8084042
-59.10294421092311,67633816.90845422
-59.10184868745389,68034017.00850426
-59.10074374626409,68434217.10855429
-59.099629279802755,68834417.2086043
-59.098505178989605,69234617.30865434
-59.09737133318905,69634817.40870436
-59.09622763018369,70035017.50875439
-59.095073956147296,70435217.6088044
-59.093910195617255,70835417.70885444
-59.09273623146645,71235617.80890445
-59.09155194487462,71635817.90895449
-59.09035721529905,72036018.0090045
-59.08915192044485,72436218.10905454
-59.08793593623442,72836418.20910455
-59.08670913677649,73236618.30915459
-59.0854713943344,73636818.4092046
-59.084222579293815,74037018.50925463
