Channel 1!!!_x,Channel 1!!!_y
0.,1.0444521469
1.,1.1078437512
2.,0.9750232469
3.,1.0112470208
4.,1.0021910773
5.,1.0474707947
6.,1.0172843165
7.,0.9267248818
8.,1.0686013295
9.,0.9780418948
10.,1.0414334990
11.,0.9206875861
12.,0.9840791904
13.,0.95691136
14.,1.0172843165
15.,0.9116316426
16.,1.0021910773
17.,0.95691136
18.,0.9991724295
19.,1.162179412
20.,0.9478554165
21.,1.0142656686
22.,1.008228373
23.,0.9840791904
24.,0.8693705731
25.,0.9870978382
26.,0.9901164861
27.,1.0021910773
28.,1.1138810468
29.,0.9870978382
30.,1.008228373
31.,0.9206875861
32.,1.059545386
33.,0.9810605426
34.,0.9387994731
35.,1.008228373
36.,1.0293589078
37.,0.9237062339
38.,0.9780418948
39.,1.0444521469
40.,0.9357808252
41.,1.0263402599
42.,1.0655826816
43.,1.0987878077
44.,1.0987878077
45.,0.9237062339
46.,1.0172843165
47.,0.9750232469
48.,1.1168996946
49.,0.9901164861
50.,0.8754078688
51.,0.9538927122
52.,1.0414334990
53.,0.9538927122
54.,1.0384148512
55.,0.9689859513
56.,1.0716199773
57.,1.0142656686
58.,0.9538927122
59.,0.9720045991
60.,0.9599300078
61.,0.9750232469
62.,1.0263402599
63.,0.9478554165
64.,1.0806759208
65.,1.0504894425
66.,0.9991724295
67.,0.9599300078
68.,0.9720045991
69.,1.0384148512
70.,0.95691136
71.,1.0142656686
72.,0.9931351339
73.,0.9901164861
74.,1.0927505120
75.,1.0836945686
76.,0.8603146296
77.,1.0897318642
78.,0.9780418948
79.,1.059545386
80.,0.9720045991
81.,1.0263402599
82.,1.0444521469
83.,1.0535080903
84.,1.0565267382
85.,1.0444521469
86.,0.9689859513
87.,0.9659673035
88.,1.0655826816
89.,0.9538927122
90.,1.0746386251
91.,0.9780418948
92.,1.0142656686
93.,0.9297435296
94.,1.0987878077
95.,1.0233216121
96.,1.0565267382
97.,1.0504894425
98.,1.008228373
99.,1.0112470208
100.,1.008228373
101.,0.9991724295
102.,1.0142656686
103.,1.0353962034
104.,0.9538927122
105.,0.9840791904
106.,1.0867132164
107.,0.9961537817
108.,1.0021910773
109.,1.0746386251
110.,0.9689859513
111.,1.059545386
112.,1.0172843165
113.,1.0353962034
114.,1.0172843165
115.,1.0203029643
116.,1.0203029643
117.,0.9538927122
118.,0.9448367687
119.,1.0233216121
120.,0.9659673035
121.,1.1410488772
122.,1.0021910773
123.,1.0504894425
124.,1.0203029643
125.,1.0353962034
126.,1.0806759208
127.,0.9357808252
128.,1.0384148512
129.,1.0867132164
130.,1.0504894425
131.,1.0233216121
132.,0.9599300078
133.,1.0504894425
134.,0.9508740643
135.,0.9357808252
136.,0.9478554165
137.,1.0052097252
138.,1.0172843165
139.,1.0414334990
140.,0.9327621774
141.,1.1470861729
142.,1.0293589078
143.,0.9780418948
144.,1.0776572729
145.,1.0142656686
146.,0.9931351339
147.,1.0172843165
148.,1.0535080903
149.,1.0384148512
150.,1.0444521469
151.,0.9237062339
152.,1.0172843165
153.,0.9478554165
154.,1.008228373
155.,1.0293589078
156.,1.1501048207
157.,1.0625640338
158.,0.905594347
159.,1.0504894425
160.,1.059545386
161.,1.0746386251
162.,1.0112470208
163.,1.0052097252
164.,0.9780418948
165.,0.9840791904
166.,1.0565267382
167.,1.0263402599
168.,1.0021910773
169.,1.0414334990
170.,1.0836945686
171.,1.0233216121
172.,0.9991724295
173.,0.9931351339
174.,1.0142656686
175.,1.0052097252
176.,1.0806759208
177.,1.0353962034
178.,1.0655826816
179.,1.0203029643
180.,1.0142656686
181.,0.9086129948
182.,1.0112470208
183.,1.0052097252
184.,1.0353962034
185.,1.0655826816
186.,1.0867132164
187.,1.0112470208
188.,0.9629486556
189.,1.0353962034
190.,1.0353962034
191.,1.0142656686
192.,1.0444521469
193.,0.9689859513
194.,1.0414334990
195.,0.9629486556
196.,0.9780418948
197.,0.9599300078
198.,0.9659673035
199.,1.0233216121
200.,0.9991724295
201.,1.0655826816
202.,1.0655826816
203.,1.059545386
204.,1.0565267382
205.,0.9840791904
206.,1.0897318642
207.,0.9750232469
208.,1.008228373
209.,0.9659673035
210.,0.9961537817
211.,1.0535080903
212.,1.0263402599
213.,1.0686013295
214.,1.0836945686
215.,0.9478554165
216.,1.0686013295
217.,0.9659673035
218.,1.0565267382
219.,1.0233216121
220.,1.0172843165
221.,0.9870978382
222.,0.9689859513
223.,0.9901164861
224.,1.0746386251
225.,0.9810605426
226.,0.9116316426
227.,1.0263402599
228.,1.0172843165
229.,0.9297435296
230.,0.9870978382
231.,0.9237062339
232.,0.9357808252
233.,0.9991724295
234.,1.0172843165
